location,date,ideal_sequences
Albania,2020-08-01,3.0
Algeria,2020-08-01,19.0
American Samoa,2020-08-01,0.0
Andorra,2020-08-01,1.0
Angola,2020-08-01,22.0
Anguilla,2020-08-01,0.0
Antigua and Barbuda,2020-08-01,0.0
Argentina,2020-08-01,27.0
Armenia,2020-08-01,2.0
Aruba,2020-08-01,0.0
Asia,2020-08-01,0.0
Australia,2020-08-01,1.0
Austria,2020-08-01,1.0
Azerbaijan,2020-08-01,2.0
Bahamas,2020-08-01,1.0
Bahrain,2020-08-01,1.0
Bangladesh,2020-08-01,238.0
Barbados,2020-08-01,1.0
Belarus,2020-08-01,4.0
Belgium,2020-08-01,1.0
Belize,2020-08-01,1.0
Benin,2020-08-01,2.0
Bermuda,2020-08-01,0.0
Bhutan,2020-08-01,0.0
Bolivia,2020-08-01,17.0
Bonaire Sint Eustatius and Saba,2020-08-01,0.0
Bosnia and Herzegovina,2020-08-01,3.0
Botswana,2020-08-01,1.0
Brazil,2020-08-01,163.0
British Virgin Islands,2020-08-01,0.0
Brunei,2020-08-01,0.0
Bulgaria,2020-08-01,2.0
Burkina Faso,2020-08-01,8.0
Burundi,2020-08-01,0.0
Cambodia,2020-08-01,1.0
Cameroon,2020-08-01,6.0
Canada,2020-08-01,1.0
Cape Verde,2020-08-01,2.0
Cayman Islands,2020-08-01,0.0
Central African Republic,2020-08-01,1.0
Chad,2020-08-01,15.0
Chile,2020-08-01,5.0
China,2020-08-01,1.0
Colombia,2020-08-01,39.0
Comoros,2020-08-01,0.0
Congo,2020-08-01,7.0
Cook Islands,2020-08-01,0.0
Costa Rica,2020-08-01,6.0
Cote d'Ivoire,2020-08-01,14.0
Croatia,2020-08-01,1.0
Cuba,2020-08-01,1.0
Curacao,2020-08-01,0.0
Cyprus,2020-08-01,1.0
Czechia,2020-08-01,2.0
Democratic Republic of Congo,2020-08-01,33.0
Denmark,2020-08-01,1.0
Djibouti,2020-08-01,0.0
Dominica,2020-08-01,0.0
Dominican Republic,2020-08-01,8.0
Ecuador,2020-08-01,14.0
Egypt,2020-08-01,60.0
El Salvador,2020-08-01,3.0
England,2020-08-01,NaN
Equatorial Guinea,2020-08-01,1.0
Eritrea,2020-08-01,0.0
Estonia,2020-08-01,1.0
Eswatini,2020-08-01,2.0
Ethiopia,2020-08-01,170.0
Europe,2020-08-01,0.0
European Union,2020-08-01,0.0
Faeroe Islands,2020-08-01,NaN
Falkland Islands,2020-08-01,0.0
Fiji,2020-08-01,1.0
Finland,2020-08-01,1.0
France,2020-08-01,6.0
French Guiana,2020-08-01,0.0
French Polynesia,2020-08-01,0.0
Gabon,2020-08-01,1.0
Gambia,2020-08-01,7.0
Georgia,2020-08-01,1.0
Germany,2020-08-01,2.0
Ghana,2020-08-01,14.0
Gibraltar,2020-08-01,0.0
Greece,2020-08-01,1.0
Greenland,2020-08-01,0.0
Grenada,2020-08-01,0.0
Guadeloupe,2020-08-01,0.0
Guam,2020-08-01,1.0
Guatemala,2020-08-01,13.0
Guernsey,2020-08-01,0.0
Guinea,2020-08-01,19.0
Guinea-Bissau,2020-08-01,2.0
Guyana,2020-08-01,1.0
Haiti,2020-08-01,6.0
High income,2020-08-01,0.0
Honduras,2020-08-01,14.0
Hong Kong,2020-08-01,1.0
Hungary,2020-08-01,2.0
Iceland,2020-08-01,1.0
India,2020-08-01,1528.0
Indonesia,2020-08-01,128.0
Iran,2020-08-01,32.0
Iraq,2020-08-01,94.0
Ireland,2020-08-01,1.0
Isle of Man,2020-08-01,0.0
Israel,2020-08-01,4.0
Italy,2020-08-01,3.0
Jamaica,2020-08-01,1.0
Japan,2020-08-01,4.0
Jersey,2020-08-01,0.0
Jordan,2020-08-01,1.0
Kazakhstan,2020-08-01,7.0
Kenya,2020-08-01,39.0
Kiribati,2020-08-01,0.0
Kosovo,2020-08-01,0.0
Kuwait,2020-08-01,4.0
Kyrgyzstan,2020-08-01,3.0
Laos,2020-08-01,0.0
Latvia,2020-08-01,1.0
Lebanon,2020-08-01,2.0
Lesotho,2020-08-01,1.0
Liberia,2020-08-01,3.0
Libya,2020-08-01,6.0
Liechtenstein,2020-08-01,0.0
Lithuania,2020-08-01,1.0
Low income,2020-08-01,0.0
Lower middle income,2020-08-01,0.0
Luxembourg,2020-08-01,1.0
Madagascar,2020-08-01,46.0
Malawi,2020-08-01,6.0
Malaysia,2020-08-01,1.0
Maldives,2020-08-01,1.0
Mali,2020-08-01,6.0
Malta,2020-08-01,1.0
Marshall Islands,2020-08-01,0.0
Martinique,2020-08-01,0.0
Mauritania,2020-08-01,2.0
Mauritius,2020-08-01,0.0
Mayotte,2020-08-01,0.0
Mexico,2020-08-01,103.0
Micronesia (country),2020-08-01,0.0
Moldova,2020-08-01,3.0
Monaco,2020-08-01,0.0
Mongolia,2020-08-01,1.0
Montenegro,2020-08-01,1.0
Montserrat,2020-08-01,0.0
Morocco,2020-08-01,26.0
Mozambique,2020-08-01,4.0
Myanmar,2020-08-01,5.0
Namibia,2020-08-01,3.0
Nauru,2020-08-01,0.0
Nepal,2020-08-01,24.0
Netherlands,2020-08-01,2.0
New Caledonia,2020-08-01,0.0
New Zealand,2020-08-01,1.0
Nicaragua,2020-08-01,0.0
Niger,2020-08-01,3.0
Nigeria,2020-08-01,99.0
Niue,2020-08-01,0.0
North America,2020-08-01,0.0
North Korea,2020-08-01,0.0
North Macedonia,2020-08-01,2.0
Northern Ireland,2020-08-01,NaN
Northern Mariana Islands,2020-08-01,0.0
Norway,2020-08-01,1.0
Oceania,2020-08-01,0.0
Oman,2020-08-01,3.0
Pakistan,2020-08-01,63.0
Palau,2020-08-01,0.0
Palestine,2020-08-01,4.0
Panama,2020-08-01,3.0
Papua New Guinea,2020-08-01,2.0
Paraguay,2020-08-01,6.0
Peru,2020-08-01,48.0
Philippines,2020-08-01,61.0
Pitcairn,2020-08-01,0.0
Poland,2020-08-01,4.0
Portugal,2020-08-01,1.0
Puerto Rico,2020-08-01,1.0
Qatar,2020-08-01,1.0
Reunion,2020-08-01,0.0
Romania,2020-08-01,8.0
Russia,2020-08-01,85.0
Rwanda,2020-08-01,3.0
Saint Barthelemy,2020-08-01,0.0
Saint Helena,2020-08-01,0.0
Saint Kitts and Nevis,2020-08-01,0.0
Saint Lucia,2020-08-01,0.0
Saint Martin (French part),2020-08-01,0.0
Saint Pierre and Miquelon,2020-08-01,0.0
Saint Vincent and the Grenadines,2020-08-01,0.0
Samoa,2020-08-01,0.0
San Marino,2020-08-01,1.0
Sao Tome and Principe,2020-08-01,0.0
Saudi Arabia,2020-08-01,13.0
Scotland,2020-08-01,NaN
Senegal,2020-08-01,13.0
Serbia,2020-08-01,1.0
Seychelles,2020-08-01,0.0
Sierra Leone,2020-08-01,5.0
Singapore,2020-08-01,1.0
Sint Maarten (Dutch part),2020-08-01,0.0
Slovakia,2020-08-01,1.0
Slovenia,2020-08-01,1.0
Solomon Islands,2020-08-01,0.0
Somalia,2020-08-01,16.0
South Africa,2020-08-01,42.0
South America,2020-08-01,0.0
South Korea,2020-08-01,1.0
South Sudan,2020-08-01,9.0
Spain,2020-08-01,9.0
Sri Lanka,2020-08-01,1.0
Sudan,2020-08-01,16.0
Suriname,2020-08-01,1.0
Sweden,2020-08-01,1.0
Switzerland,2020-08-01,1.0
Syria,2020-08-01,11.0
Taiwan,2020-08-01,1.0
Tajikistan,2020-08-01,0.0
Tanzania,2020-08-01,0.0
Thailand,2020-08-01,1.0
Timor,2020-08-01,NaN
Togo,2020-08-01,6.0
Tokelau,2020-08-01,0.0
Tonga,2020-08-01,0.0
Trinidad and Tobago,2020-08-01,1.0
Tunisia,2020-08-01,2.0
Turkey,2020-08-01,63.0
Turkmenistan,2020-08-01,0.0
Turks and Caicos Islands,2020-08-01,0.0
Tuvalu,2020-08-01,0.0
Uganda,2020-08-01,10.0
Ukraine,2020-08-01,27.0
United Arab Emirates,2020-08-01,1.0
United Kingdom,2020-08-01,3.0
USA,2020-08-01,74.0
United States Virgin Islands,2020-08-01,1.0
Upper middle income,2020-08-01,0.0
Uruguay,2020-08-01,1.0
Uzbekistan,2020-08-01,63.0
Vanuatu,2020-08-01,0.0
Vatican,2020-08-01,0.0
Venezuela,2020-08-01,21.0
Vietnam,2020-08-01,1.0
Wales,2020-08-01,NaN
Wallis and Futuna,2020-08-01,0.0
Yemen,2020-08-01,19.0
Zambia,2020-08-01,20.0
Zimbabwe,2020-08-01,15.0
Afghanistan,2020-09-01,15.0
Africa,2020-09-01,0.0
Albania,2020-09-01,3.0
Algeria,2020-09-01,11.0
American Samoa,2020-09-01,0.0
Andorra,2020-09-01,1.0
Angola,2020-09-01,38.0
Anguilla,2020-09-01,0.0
Antigua and Barbuda,2020-09-01,0.0
Argentina,2020-09-01,33.0
Armenia,2020-09-01,4.0
Aruba,2020-09-01,0.0
Asia,2020-09-01,0.0
Australia,2020-09-01,1.0
Austria,2020-09-01,2.0
Azerbaijan,2020-09-01,3.0
Bahamas,2020-09-01,1.0
Bahrain,2020-09-01,2.0
Bangladesh,2020-09-01,145.0
Barbados,2020-09-01,1.0
Belarus,2020-09-01,5.0
Belgium,2020-09-01,4.0
Belize,2020-09-01,1.0
Benin,2020-09-01,2.0
Bermuda,2020-09-01,0.0
Bhutan,2020-09-01,0.0
Bolivia,2020-09-01,8.0
Bonaire Sint Eustatius and Saba,2020-09-01,0.0
Bosnia and Herzegovina,2020-09-01,3.0
Botswana,2020-09-01,1.0
Brazil,2020-09-01,115.0
British Virgin Islands,2020-09-01,0.0
Brunei,2020-09-01,0.0
Bulgaria,2020-09-01,3.0
Burkina Faso,2020-09-01,20.0
Burundi,2020-09-01,0.0
Cambodia,2020-09-01,1.0
Cameroon,2020-09-01,5.0
Canada,2020-09-01,3.0
Cape Verde,2020-09-01,2.0
Cayman Islands,2020-09-01,0.0
Central African Republic,2020-09-01,1.0
Chad,2020-09-01,31.0
Chile,2020-09-01,4.0
China,2020-09-01,1.0
Colombia,2020-09-01,28.0
Comoros,2020-09-01,0.0
Congo,2020-09-01,2.0
Cook Islands,2020-09-01,0.0
Costa Rica,2020-09-01,6.0
Cote d'Ivoire,2020-09-01,10.0
Croatia,2020-09-01,2.0
Cuba,2020-09-01,1.0
Curacao,2020-09-01,0.0
Cyprus,2020-09-01,1.0
Czechia,2020-09-01,11.0
Democratic Republic of Congo,2020-09-01,24.0
Denmark,2020-09-01,1.0
Djibouti,2020-09-01,0.0
Dominica,2020-09-01,0.0
Dominican Republic,2020-09-01,3.0
Ecuador,2020-09-01,14.0
Egypt,2020-09-01,40.0
El Salvador,2020-09-01,3.0
England,2020-09-01,NaN
Equatorial Guinea,2020-09-01,1.0
Eritrea,2020-09-01,0.0
Estonia,2020-09-01,1.0
Eswatini,2020-09-01,1.0
Ethiopia,2020-09-01,105.0
Europe,2020-09-01,0.0
European Union,2020-09-01,0.0
Faeroe Islands,2020-09-01,NaN
Falkland Islands,2020-09-01,0.0
Fiji,2020-09-01,1.0
Finland,2020-09-01,1.0
France,2020-09-01,15.0
French Guiana,2020-09-01,0.0
French Polynesia,2020-09-01,0.0
Gabon,2020-09-01,1.0
Gambia,2020-09-01,2.0
Georgia,2020-09-01,3.0
Germany,2020-09-01,3.0
Ghana,2020-09-01,8.0
Gibraltar,2020-09-01,0.0
Greece,2020-09-01,1.0
Greenland,2020-09-01,0.0
Grenada,2020-09-01,0.0
Guadeloupe,2020-09-01,0.0
Guam,2020-09-01,1.0
Guatemala,2020-09-01,9.0
Guernsey,2020-09-01,0.0
Guinea,2020-09-01,10.0
Guinea-Bissau,2020-09-01,1.0
Guyana,2020-09-01,1.0
Haiti,2020-09-01,2.0
High income,2020-09-01,0.0
Honduras,2020-09-01,11.0
Hong Kong,2020-09-01,1.0
Hungary,2020-09-01,4.0
Iceland,2020-09-01,1.0
India,2020-09-01,1346.0
Indonesia,2020-09-01,168.0
Iran,2020-09-01,50.0
Iraq,2020-09-01,77.0
Ireland,2020-09-01,1.0
Isle of Man,2020-09-01,0.0
Israel,2020-09-01,6.0
Italy,2020-09-01,5.0
Jamaica,2020-09-01,1.0
Japan,2020-09-01,3.0
Jersey,2020-09-01,0.0
Jordan,2020-09-01,9.0
Kazakhstan,2020-09-01,5.0
Kenya,2020-09-01,53.0
Kiribati,2020-09-01,0.0
Kosovo,2020-09-01,0.0
Kuwait,2020-09-01,4.0
Kyrgyzstan,2020-09-01,8.0
Laos,2020-09-01,0.0
Latvia,2020-09-01,1.0
Lebanon,2020-09-01,3.0
Lesotho,2020-09-01,2.0
Liberia,2020-09-01,3.0
Libya,2020-09-01,8.0
Liechtenstein,2020-09-01,0.0
Lithuania,2020-09-01,1.0
Low income,2020-09-01,0.0
Lower middle income,2020-09-01,0.0
Luxembourg,2020-09-01,1.0
Madagascar,2020-09-01,27.0
Malawi,2020-09-01,2.0
Malaysia,2020-09-01,2.0
Maldives,2020-09-01,1.0
Mali,2020-09-01,6.0
Malta,2020-09-01,1.0
Marshall Islands,2020-09-01,0.0
Martinique,2020-09-01,0.0
Mauritania,2020-09-01,2.0
Mauritius,2020-09-01,0.0
Mayotte,2020-09-01,0.0
Mexico,2020-09-01,84.0
Micronesia (country),2020-09-01,0.0
Moldova,2020-09-01,5.0
Monaco,2020-09-01,0.0
Mongolia,2020-09-01,1.0
Montenegro,2020-09-01,1.0
Montserrat,2020-09-01,0.0
Morocco,2020-09-01,41.0
Mozambique,2020-09-01,6.0
Myanmar,2020-09-01,26.0
Namibia,2020-09-01,1.0
Nauru,2020-09-01,0.0
Nepal,2020-09-01,40.0
Netherlands,2020-09-01,4.0
New Caledonia,2020-09-01,0.0
New Zealand,2020-09-01,1.0
Nicaragua,2020-09-01,0.0
Niger,2020-09-01,2.0
Nigeria,2020-09-01,45.0
Niue,2020-09-01,0.0
North America,2020-09-01,0.0
North Korea,2020-09-01,0.0
North Macedonia,2020-09-01,2.0
Northern Ireland,2020-09-01,NaN
Northern Mariana Islands,2020-09-01,0.0
Norway,2020-09-01,1.0
Oceania,2020-09-01,0.0
Oman,2020-09-01,4.0
Pakistan,2020-09-01,77.0
Palau,2020-09-01,0.0
Palestine,2020-09-01,4.0
Panama,2020-09-01,3.0
Papua New Guinea,2020-09-01,1.0
Paraguay,2020-09-01,7.0
Peru,2020-09-01,26.0
Philippines,2020-09-01,48.0
Pitcairn,2020-09-01,0.0
Poland,2020-09-01,13.0
Portugal,2020-09-01,2.0
Puerto Rico,2020-09-01,1.0
Qatar,2020-09-01,1.0
Reunion,2020-09-01,0.0
Romania,2020-09-01,11.0
Russia,2020-09-01,107.0
Rwanda,2020-09-01,1.0
Saint Barthelemy,2020-09-01,0.0
Saint Helena,2020-09-01,0.0
Saint Kitts and Nevis,2020-09-01,0.0
Saint Lucia,2020-09-01,0.0
Saint Martin (French part),2020-09-01,0.0
Saint Pierre and Miquelon,2020-09-01,0.0
Saint Vincent and the Grenadines,2020-09-01,0.0
Samoa,2020-09-01,0.0
San Marino,2020-09-01,1.0
Sao Tome and Principe,2020-09-01,0.0
Saudi Arabia,2020-09-01,10.0
Scotland,2020-09-01,NaN
Senegal,2020-09-01,6.0
Serbia,2020-09-01,1.0
Seychelles,2020-09-01,0.0
Sierra Leone,2020-09-01,6.0
Singapore,2020-09-01,1.0
Sint Maarten (Dutch part),2020-09-01,0.0
Slovakia,2020-09-01,2.0
Slovenia,2020-09-01,1.0
Solomon Islands,2020-09-01,0.0
Somalia,2020-09-01,31.0
South Africa,2020-09-01,44.0
South America,2020-09-01,0.0
South Korea,2020-09-01,1.0
South Sudan,2020-09-01,26.0
Spain,2020-09-01,12.0
Sri Lanka,2020-09-01,1.0
Sudan,2020-09-01,8.0
Suriname,2020-09-01,1.0
Sweden,2020-09-01,1.0
Switzerland,2020-09-01,1.0
Syria,2020-09-01,9.0
Taiwan,2020-09-01,1.0
Tajikistan,2020-09-01,0.0
Tanzania,2020-09-01,0.0
Thailand,2020-09-01,1.0
Timor,2020-09-01,NaN
Togo,2020-09-01,4.0
Tokelau,2020-09-01,0.0
Tonga,2020-09-01,0.0
Trinidad and Tobago,2020-09-01,1.0
Tunisia,2020-09-01,10.0
Turkey,2020-09-01,51.0
Turkmenistan,2020-09-01,0.0
Turks and Caicos Islands,2020-09-01,0.0
Tuvalu,2020-09-01,0.0
Uganda,2020-09-01,12.0
Ukraine,2020-09-01,46.0
United Arab Emirates,2020-09-01,2.0
United Kingdom,2020-09-01,10.0
USA,2020-09-01,73.0
United States Virgin Islands,2020-09-01,1.0
Upper middle income,2020-09-01,0.0
Uruguay,2020-09-01,1.0
Uzbekistan,2020-09-01,47.0
Vanuatu,2020-09-01,0.0
Vatican,2020-09-01,0.0
Venezuela,2020-09-01,16.0
Vietnam,2020-09-01,1.0
Wales,2020-09-01,NaN
Wallis and Futuna,2020-09-01,0.0
Yemen,2020-09-01,10.0
Zambia,2020-09-01,8.0
Zimbabwe,2020-09-01,4.0
Afghanistan,2020-10-01,50.0
Africa,2020-10-01,0.0
Albania,2020-10-01,6.0
Algeria,2020-10-01,21.0
American Samoa,2020-10-01,0.0
Andorra,2020-10-01,1.0
Angola,2020-10-01,39.0
Anguilla,2020-10-01,0.0
Antigua and Barbuda,2020-10-01,0.0
Argentina,2020-10-01,30.0
Armenia,2020-10-01,12.0
Aruba,2020-10-01,0.0
Asia,2020-10-01,0.0
Australia,2020-10-01,1.0
Austria,2020-10-01,7.0
Azerbaijan,2020-10-01,14.0
Bahamas,2020-10-01,1.0
Bahrain,2020-10-01,1.0
Bangladesh,2020-10-01,143.0
Barbados,2020-10-01,1.0
Belarus,2020-10-01,7.0
Belgium,2020-10-01,18.0
Belize,2020-10-01,1.0
Benin,2020-10-01,3.0
Bermuda,2020-10-01,0.0
Bhutan,2020-10-01,0.0
Bolivia,2020-10-01,3.0
Bonaire Sint Eustatius and Saba,2020-10-01,0.0
Bosnia and Herzegovina,2020-10-01,9.0
Botswana,2020-10-01,1.0
Brazil,2020-10-01,95.0
British Virgin Islands,2020-10-01,0.0
Brunei,2020-10-01,0.0
Bulgaria,2020-10-01,15.0
Burkina Faso,2020-10-01,8.0
Burundi,2020-10-01,0.0
Cambodia,2020-10-01,1.0
Cameroon,2020-10-01,5.0
Canada,2020-10-01,5.0
Cape Verde,2020-10-01,1.0
Cayman Islands,2020-10-01,0.0
Central African Republic,2020-10-01,1.0
Chad,2020-10-01,16.0
Chile,2020-10-01,3.0
China,2020-10-01,1.0
Colombia,2020-10-01,32.0
Comoros,2020-10-01,0.0
Congo,2020-10-01,2.0
Cook Islands,2020-10-01,0.0
Costa Rica,2020-10-01,5.0
Cote d'Ivoire,2020-10-01,9.0
Croatia,2020-10-01,6.0
Cuba,2020-10-01,1.0
Curacao,2020-10-01,0.0
Cyprus,2020-10-01,1.0
Czechia,2020-10-01,35.0
Democratic Republic of Congo,2020-10-01,39.0
Denmark,2020-10-01,1.0
Djibouti,2020-10-01,0.0
Dominica,2020-10-01,0.0
Dominican Republic,2020-10-01,3.0
Ecuador,2020-10-01,12.0
Egypt,2020-10-01,46.0
El Salvador,2020-10-01,3.0
England,2020-10-01,NaN
Equatorial Guinea,2020-10-01,2.0
Eritrea,2020-10-01,0.0
Estonia,2020-10-01,1.0
Eswatini,2020-10-01,1.0
Ethiopia,2020-10-01,94.0
Europe,2020-10-01,0.0
European Union,2020-10-01,0.0
Faeroe Islands,2020-10-01,NaN
Falkland Islands,2020-10-01,0.0
Fiji,2020-10-01,1.0
Finland,2020-10-01,1.0
France,2020-10-01,46.0
French Guiana,2020-10-01,0.0
French Polynesia,2020-10-01,0.0
Gabon,2020-10-01,2.0
Gambia,2020-10-01,1.0
Georgia,2020-10-01,10.0
Germany,2020-10-01,17.0
Ghana,2020-10-01,7.0
Gibraltar,2020-10-01,0.0
Greece,2020-10-01,3.0
Greenland,2020-10-01,0.0
Grenada,2020-10-01,0.0
Guadeloupe,2020-10-01,0.0
Guam,2020-10-01,1.0
Guatemala,2020-10-01,8.0
Guernsey,2020-10-01,0.0
Guinea,2020-10-01,9.0
Guinea-Bissau,2020-10-01,1.0
Guyana,2020-10-01,1.0
Haiti,2020-10-01,1.0
High income,2020-10-01,0.0
Honduras,2020-10-01,9.0
Hong Kong,2020-10-01,1.0
Hungary,2020-10-01,12.0
Iceland,2020-10-01,1.0
India,2020-10-01,890.0
Indonesia,2020-10-01,134.0
Iran,2020-10-01,88.0
Iraq,2020-10-01,61.0
Ireland,2020-10-01,1.0
Isle of Man,2020-10-01,0.0
Israel,2020-10-01,3.0
Italy,2020-10-01,39.0
Jamaica,2020-10-01,1.0
Japan,2020-10-01,4.0
Jersey,2020-10-01,0.0
Jordan,2020-10-01,29.0
Kazakhstan,2020-10-01,9.0
Kenya,2020-10-01,156.0
Kiribati,2020-10-01,0.0
Kosovo,2020-10-01,0.0
Kuwait,2020-10-01,5.0
Kyrgyzstan,2020-10-01,22.0
Laos,2020-10-01,0.0
Latvia,2020-10-01,1.0
Lebanon,2020-10-01,4.0
Lesotho,2020-10-01,1.0
Liberia,2020-10-01,4.0
Libya,2020-10-01,12.0
Liechtenstein,2020-10-01,0.0
Lithuania,2020-10-01,2.0
Low income,2020-10-01,0.0
Lower middle income,2020-10-01,0.0
Luxembourg,2020-10-01,1.0
Madagascar,2020-10-01,20.0
Malawi,2020-10-01,2.0
Malaysia,2020-10-01,4.0
Maldives,2020-10-01,1.0
Mali,2020-10-01,11.0
Malta,2020-10-01,1.0
Marshall Islands,2020-10-01,0.0
Martinique,2020-10-01,0.0
Mauritania,2020-10-01,3.0
Mauritius,2020-10-01,0.0
Mayotte,2020-10-01,0.0
Mexico,2020-10-01,105.0
Micronesia (country),2020-10-01,0.0
Moldova,2020-10-01,6.0
Monaco,2020-10-01,0.0
Mongolia,2020-10-01,1.0
Montenegro,2020-10-01,1.0
Montserrat,2020-10-01,0.0
Morocco,2020-10-01,81.0
Mozambique,2020-10-01,7.0
Myanmar,2020-10-01,23.0
Namibia,2020-10-01,1.0
Nauru,2020-10-01,0.0
Nepal,2020-10-01,50.0
Netherlands,2020-10-01,10.0
New Caledonia,2020-10-01,0.0
New Zealand,2020-10-01,1.0
Nicaragua,2020-10-01,0.0
Niger,2020-10-01,3.0
Nigeria,2020-10-01,51.0
Niue,2020-10-01,0.0
North America,2020-10-01,0.0
North Korea,2020-10-01,0.0
North Macedonia,2020-10-01,6.0
Northern Ireland,2020-10-01,NaN
Northern Mariana Islands,2020-10-01,0.0
Norway,2020-10-01,1.0
Oceania,2020-10-01,0.0
Oman,2020-10-01,3.0
Pakistan,2020-10-01,159.0
Palau,2020-10-01,0.0
Palestine,2020-10-01,5.0
Panama,2020-10-01,3.0
Papua New Guinea,2020-10-01,1.0
Paraguay,2020-10-01,6.0
Peru,2020-10-01,17.0
Philippines,2020-10-01,39.0
Pitcairn,2020-10-01,0.0
Poland,2020-10-01,67.0
Portugal,2020-10-01,6.0
Puerto Rico,2020-10-01,1.0
Qatar,2020-10-01,1.0
Reunion,2020-10-01,0.0
Romania,2020-10-01,29.0
Russia,2020-10-01,174.0
Rwanda,2020-10-01,2.0
Saint Barthelemy,2020-10-01,0.0
Saint Helena,2020-10-01,0.0
Saint Kitts and Nevis,2020-10-01,0.0
Saint Lucia,2020-10-01,0.0
Saint Martin (French part),2020-10-01,0.0
Saint Pierre and Miquelon,2020-10-01,0.0
Saint Vincent and the Grenadines,2020-10-01,0.0
Samoa,2020-10-01,0.0
San Marino,2020-10-01,1.0
Sao Tome and Principe,2020-10-01,0.0
Saudi Arabia,2020-10-01,10.0
Scotland,2020-10-01,NaN
Senegal,2020-10-01,4.0
Serbia,2020-10-01,7.0
Seychelles,2020-10-01,0.0
Sierra Leone,2020-10-01,3.0
Singapore,2020-10-01,1.0
Sint Maarten (Dutch part),2020-10-01,0.0
Slovakia,2020-10-01,5.0
Slovenia,2020-10-01,2.0
Solomon Islands,2020-10-01,0.0
Somalia,2020-10-01,25.0
South Africa,2020-10-01,30.0
South America,2020-10-01,0.0
South Korea,2020-10-01,1.0
South Sudan,2020-10-01,14.0
Spain,2020-10-01,21.0
Sri Lanka,2020-10-01,2.0
Sudan,2020-10-01,19.0
Suriname,2020-10-01,1.0
Sweden,2020-10-01,3.0
Switzerland,2020-10-01,7.0
Syria,2020-10-01,15.0
Taiwan,2020-10-01,1.0
Tajikistan,2020-10-01,0.0
Tanzania,2020-10-01,0.0
Thailand,2020-10-01,1.0
Timor,2020-10-01,NaN
Togo,2020-10-01,6.0
Tokelau,2020-10-01,0.0
Tonga,2020-10-01,0.0
Trinidad and Tobago,2020-10-01,1.0
Tunisia,2020-10-01,18.0
Turkey,2020-10-01,55.0
Turkmenistan,2020-10-01,0.0
Turks and Caicos Islands,2020-10-01,0.0
Tuvalu,2020-10-01,0.0
Uganda,2020-10-01,24.0
Ukraine,2020-10-01,84.0
United Arab Emirates,2020-10-01,3.0
United Kingdom,2020-10-01,28.0
USA,2020-10-01,138.0
United States Virgin Islands,2020-10-01,1.0
Upper middle income,2020-10-01,0.0
Uruguay,2020-10-01,1.0
Uzbekistan,2020-10-01,27.0
Vanuatu,2020-10-01,0.0
Vatican,2020-10-01,0.0
Venezuela,2020-10-01,9.0
Vietnam,2020-10-01,1.0
Wales,2020-10-01,NaN
Wallis and Futuna,2020-10-01,0.0
Yemen,2020-10-01,7.0
Zambia,2020-10-01,5.0
Zimbabwe,2020-10-01,7.0
